province_id,province_name,owner_tag,province_rank,culture,religion,trade_goods,total_pops,assessment_note
414,Zíndaro,MEX,settlement,mexican,catholic,livestock,4,
415,Cardiganshire,GBR,settlement,welsh,anglican,textile_fibres,16,
416,Tetovo,TUR,settlement,albanian,sunni,textile_fibres,15,
417,Nockberge,AUS,settlement,austrian,catholic,coal,4,
418,Krohino,RUS,settlement,russian,orthodox,grain,4,
419,Sidi Barrani,EGY,settlement,egyptian_arabic,sunni,fish,3,
420,Becserek,HUN,settlement,serb,orthodox,lead,19,
421,San Bernardino,,settlement,yavapai,catholic,livestock,0,
422,Sölden,AUS,settlement,austrian,catholic,wood,8,
423,Tirupati,EIC,settlement,telugu,hindu,elephants,100,
424,Laurinburg,USA,settlement,dixie,evangelical,wood,7,
425,Cairns,,settlement,pama,mythic,sugar,0,
426,Leiria,POR,settlement,portuguese,catholic,fur,23,
427,Margas,DRD,settlement,nakh,sunni,stone,7,
428,Miasskoe,RUS,settlement,russian,orthodox,wood,5,
429,Bani Suwayf,EGY,settlement,egyptian_arabic,sunni,textile_fibres,26,
430,Naranjos,NSP,settlement,mexican,catholic,sugar,4,
431,Palu,PLU,settlement,sulawesi,sunni,temperate_fruit,6,
432,Triojgorni,RUS,settlement,bashkir,sunni,wood,2,
433,Kash,BLO,settlement,baloch,sunni,livestock,2,
434,El Negaila,EGY,settlement,egyptian_arabic,sunni,textile_fibres,2,
435,Bodaybo,RUS,settlement,tuvan,tengri,wood,1,
436,Muroran,MAE,settlement,japanese,mahayana,wood,2,
437,Moyobamba,,settlement,quechua,catholic,coffee,1,
438,Fresno,,settlement,chumash,waashat,livestock,0,
439,Amboli,MRT,settlement,konkani,hindu,iron,49,
440,Panguitch,NWE,settlement,yavapai,waashat,livestock,0,owned but 0 pops (frontier/empty — normal)
441,Nicholson,,settlement,aboriginal,mythic,wood,0,
442,Tuskegee,MSG,settlement,alabama,evangelical,livestock,0,owned but 0 pops (frontier/empty — normal)
443,Danar,OGD,settlement,somali,sunni,livestock,17,
444,Baorihu Ji'er,CHI,settlement,mongolian,mahayana,livestock,5,
445,Pariaman,EIC,settlement,sumatran,wahhabi,grain,5,
446,Bandar e'Abbas,OMA,settlement,bedouin,sunni,textile_fibres,11,
447,Al Qaryah,TRI,settlement,tuareg,sunni,livestock,2,
448,Kirensk,RUS,settlement,russian,orthodox,wood,2,
449,Tumbes,,settlement,peruvian,catholic,sugar,3,
450,Topkachi,TKG,settlement,japanese,mahayana,iron,1,
451,Chott el-Jerid,,settlement,,,,0,
452,Dola Mena,HRR,settlement,oromo,kenyan,livestock,23,
453,Hindenburg,PRU,settlement,silesian,catholic,coal,5,
454,Tindouf,,settlement,tamazight,sunni,camel,1,
455,Changshu,CHI,settlement,wu,daoism,textile_fibres,114,
456,Belgard,PRU,settlement,north_german,catholic,wood,12,
457,Eggedal,NOR,settlement,norwegian,lutheran,wood,0,owned but 0 pops (frontier/empty — normal)
458,Coleraine,GBR,settlement,irish,reformed,textile_fibres,51,
459,Amsterdam,NED,city,dutch,catholic,livestock,100,
460,Enniskillen,GBR,settlement,irish,reformed,industrial_fibres,51,
461,Huling,MNC,settlement,manchu,siberian_shamanism,grain,0,owned but 0 pops (frontier/empty — normal)
462,Stettin,PRU,city,north_german,lutheran,fish,40,
463,Hebeicun,MKD,settlement,manchu,siberian_shamanism,industrial_fibres,2,
464,s Hertogenbosch,NED,settlement,dutch,catholic,grain,16,
465,Geilo,NOR,settlement,norwegian,reformed,wood,0,owned but 0 pops (frontier/empty — normal)
466,Bruneck,AUS,settlement,rhaeto_romance,catholic,iron,11,
467,Xanthi,TUR,settlement,bulgarian,sunni,temperate_fruit,16,
468,Bozen,AUS,settlement,austrian,catholic,iron,16,
469,Dhamial,AFG,settlement,urdu,sunni,textile_fibres,56,
470,Novouzensk,RUS,settlement,russian,orthodox,textile_fibres,2,
471,Colmenar,SPA,settlement,castilian,catholic,wood,13,
472,Xicun,MNC,settlement,manchu,siberian_shamanism,temperate_fruit,0,owned but 0 pops (frontier/empty — normal)
473,Gibraltar,GBR,settlement,north_italian,catholic,fish,3,
474,Batumi,GUR,settlement,laz,sunni,textile_fibres,10,
475,Dzhambul,RUS,settlement,kazakh,sunni,livestock,0,owned but 0 pops (frontier/empty — normal)
476,Wenzhou,CHI,city,wu,daoism,fish,453,
477,Tieling,MKD,settlement,manchu,siberian_shamanism,grain,8,
478,Norwich,GBR,city,english,anglican,grain,32,
479,Huehuetenango,GUA,settlement,central_american,catholic,hardwood,10,
480,Suichang,CHI,settlement,wu,daoism,grain,60,
481,Moklakan,RUS,settlement,tuvan,mahayana,wood,0,owned but 0 pops (frontier/empty — normal)
482,Drama,TUR,settlement,turkish,sunni,stone,13,
483,Irvine,NWE,settlement,yavapai,catholic,livestock,0,owned but 0 pops (frontier/empty — normal)
484,Periyar,TRV,settlement,malayalam,hindu,tea,20,
485,PROV485,ILI,settlement,uighur,sunni,livestock,1,
486,Kalonga Ywa,BUR,settlement,karen,theravada,rubber,4,"'rubber' = intended Victorian-TC/Self-Strengthening good (design, not anachronism)"
487,Meekatharra,,settlement,minor_aboriginal,mythic,livestock,0,
488,Svetly,,settlement,kazakh,sunni,wood,0,
489,Dulovo,TUR,settlement,turkish,sunni,grain,15,
490,Elburz Mountains,,settlement,persian,shiite,camel,0,
491,Canelones,LFP,settlement,platense,catholic,temperate_fruit,12,
492,Malete,OYO,settlement,yoruba,orisha,wood,5,
493,Dali,CHI,city,shangjiang,mahayana,coffee,84,
494,Isinga,RUS,settlement,buryat,tengri,wood,0,owned but 0 pops (frontier/empty — normal)
495,Cartwright,NFL,settlement,cree,inuit,fish,1,
496,Nianxiang,CHI,settlement,mongolian,mahayana,temperate_fruit,7,
497,Tapajós,BRZ,settlement,brazilian,catholic,vegetables,7,
498,Kum-Tagh,XNG,settlement,uighur,mahayana,livestock,4,
499,Viluppuram,TJR,settlement,tamil,hindu,vegetables,68,
500,Amazon Rainforest,,settlement,tupi,catimbo,cloth,0,
501,Gobi Desert,,settlement,mongolian,mahayana,camel,0,
502,Panzhihua,CHI,settlement,shangjiang,mahayana,copper,49,
503,Coral Harbour,HBC,settlement,nunavut,inuit,fish,1,
504,Weissenstein,EST,settlement,estonian,lutheran,wood,5,
505,Newry,GBR,settlement,irish,reformed,grain,53,
506,Vitebsk,LIT,city,belarusian,orthodox,grain,23,
507,Shahpura,INR,settlement,hindi,hindu,grain,40,
508,Farap,BUK,settlement,turkmen,sunni,livestock,30,
509,Płock,POL,city,polish,catholic,livestock,19,
510,Stockholm,SWE,city,swedish,lutheran,textile_fibres,30,
511,Krainburg,AUS,settlement,slovene,catholic,livestock,8,
512,Vesyegonsk,RUS,settlement,russian,orthodox,grain,5,
513,Sondrio,LBV,settlement,north_italian,catholic,wood,24,
514,Würzburg,WBG,city,south_german,lutheran,vegetables,23,
515,El Djelfa,ALG,settlement,algerian,sunni,livestock,10,
516,Peruvian Andes,,settlement,quechua,catholic,wood,0,
517,Yeghegnadzor,NKH,settlement,armenian,coptic,livestock,4,
518,Guigang,CHI,settlement,yue,mahayana,tea,42,
519,Shungay,RUS,settlement,kazakh,sunni,wood,2,
520,Lipno,POL,settlement,polish,catholic,grain,18,
521,Temecula,NWE,settlement,yavapai,catholic,livestock,0,owned but 0 pops (frontier/empty — normal)
522,Monfalcon,VEN,settlement,friulan,catholic,iron,34,
523,Ustyuzhna,RUS,settlement,russian,orthodox,grain,4,
524,Naha,RYU,settlement,japanese,mahayana,fish,16,
525,Long Beach,NWE,settlement,yavapai,catholic,industrial_fibres,0,owned but 0 pops (frontier/empty — normal)
526,Pensacola,FLO,settlement,latin_caribbean,catholic,livestock,1,
527,Lugano,SWI,settlement,north_italian,catholic,temperate_fruit,15,
528,Galle,CYL,settlement,sinhala,theravada,gems,49,
529,Bou Saada,ALG,settlement,algerian,sunni,livestock,7,
530,Port Elizabeth,CPC,settlement,xhosa,lutheran,livestock,7,
531,Villarramiel,SPA,settlement,castilian,catholic,livestock,9,
532,Sasaram,PAT,settlement,bihari,hindu,grain,72,
533,Koubia,FTJ,settlement,fulani,sunni,grain,28,
534,Zhongshan,CHI,settlement,yue,daoism,grain,5,
535,Bahía San Blas,,settlement,puelche,tain_feyentun,iron,3,
536,Mali,FTJ,settlement,fulani,sunni,vegetables,27,
537,North Sudanese desert,,settlement,nubian,sunni,elephants,0,
538,Ylan,,settlement,formosan_culture,formosan,wood,4,
539,Pawlodar,RUS,settlement,russian,orthodox,wood,5,
540,Mobile,,settlement,dixie,evangelical,textile_fibres,4,
541,Toamasina,,settlement,betsimisaraki,zanahary,coffee,18,
542,Dai,CHI,settlement,jin,daoism,grain,117,
543,Davao,MGO,settlement,bisayan,sunni,coffee,17,
544,Graham,CMC,settlement,comanche,catholic,livestock,0,owned but 0 pops (frontier/empty — normal)
545,Thohoyandou,,settlement,ndau,bantu,grain,7,
546,Wilmington,USA,settlement,dixie,anglican,grain,2,
547,Doce,BRZ,settlement,brazilian,catholic,gold,8,
548,Hobbs,CMC,settlement,chiricahua,waashat,potato,0,owned but 0 pops (frontier/empty — normal)
549,Salgueiro,BRZ,settlement,tupi,catholic,livestock,2,
550,Douentza,BMN,settlement,fulani,sunni,elephants,24,
551,Halaib,,settlement,nubian,sunni,cloth,0,
552,Kerewan,FCA,settlement,malinke,sunni,livestock,26,
553,Antonio Enes,MOZ,settlement,mwani,sunni,grain,8,
554,Lüliang,CHI,settlement,jin,daoism,livestock,141,
555,Curvelo,BRZ,settlement,brazilian,catholic,vegetables,11,
556,Garh Moor,KHL,settlement,urdu,sunni,grain,70,
557,Fernando Poo,SPA,settlement,fang,catholic,coffee,6,
558,Valle de Bravo,MEX,settlement,mexican,catholic,grain,16,
559,Gopiganj,BNR,settlement,hindi,hindu,grain,225,
560,Chormoz,RUS,settlement,russian,orthodox,wood,2,
561,Troppau,AUS,city,czech,catholic,grain,24,
562,Krasninsky,RUS,settlement,belarusian,orthodox,grain,13,
563,Posen,POZ,city,polish,catholic,grain,29,
564,Bayreuth,BAV,city,austrian,catholic,grain,35,
565,Orscha,LIT,settlement,belarusian,orthodox,grain,14,
566,Mushiganj,EIC,settlement,bengali,sunni,fish,58,
567,Kamyenka,RUS,settlement,sami,orthodox,gems,0,owned but 0 pops (frontier/empty — normal)
568,Charabli,RUS,settlement,kazakh,sunni,textile_fibres,3,
569,Ternovka,RUS,settlement,russian,orthodox,vegetables,6,
570,Ramadi,IRA,settlement,iraqi,sunni,grain,3,
571,Kalinkavichy,LIT,settlement,belarusian,orthodox,vegetables,4,
572,Syava,RUS,settlement,russian,orthodox,wood,1,
573,Verona,VEN,city,north_italian,catholic,silk,37,
574,Schönberg,AUS,settlement,czech,catholic,grain,14,
575,La Roda,SPA,settlement,castilian,catholic,grain,11,
576,Cabimas,CPV,settlement,colombian,catholic,sugar,5,
577,Mendawai,BJR,settlement,banjar,hindu,sulphur,2,
578,Erlangen,BAV,settlement,south_german,catholic,grain,21,
579,Merine,ALG,settlement,algerian,sunni,textile_fibres,12,
580,Gaya,PAT,settlement,bihari,hindu,grain,165,
581,Montpelier,USA,settlement,yankee,reformed,livestock,15,
582,Tolemaida,SFB,settlement,colombian,catholic,temperate_fruit,3,
583,Tatal,RUS,settlement,kazakh,sunni,livestock,2,
584,Lungphialia,MNP,settlement,bengali,hindu,spices,90,
585,Beirut,MLB,city,levantine,catholic,hemp,26,
586,Salihorsk,LIT,settlement,belarusian,orthodox,temperate_fruit,6,
587,Snezhinsk,RUS,settlement,altai,sunni,wood,2,
588,Amtali,EIC,settlement,bengali,sunni,temperate_fruit,70,
589,Tankhoi,RUS,settlement,buryat,mahayana,wood,2,
590,San Clemente,SPA,settlement,castilian,catholic,temperate_fruit,11,
591,Nalbari,ASS,settlement,assamese,hindu,tea,12,
592,Pemboang,KOT,settlement,malayan,hindu,vegetables,0,owned but 0 pops (frontier/empty — normal)
593,Anyê Maqên,,settlement,oirat,mahayana,livestock,0,
594,Sarikei,BRU,settlement,bornean,sunni,vegetables,18,
595,El Kasdir,ALG,settlement,algerian,sunni,livestock,13,
596,Sangymgort,RUS,settlement,samoyed,sunni,wood,0,owned but 0 pops (frontier/empty — normal)
597,Cooperstown,USA,settlement,yankee,reformed,livestock,11,
598,Oltu,TUR,settlement,turkish,sunni,livestock,12,
599,Dasht-e Kavir,,settlement,persian,shiite,temperate_fruit,0,
600,Vorkuta,RUS,settlement,samoyed,orthodox,coal,0,owned but 0 pops (frontier/empty — normal)
601,Amdjarass,,settlement,tobou,sunni,livestock,2,
602,Bharatpur,GWA,settlement,hindi,hindu,vegetables,105,
603,Teshig,ULS,settlement,mongolian,tengri,livestock,1,
604,Aqqu,RUS,settlement,sibir,sunni,vegetables,2,
605,Sikkim,SKK,settlement,nepalese,mahayana,livestock,17,
606,Guaycuru,,settlement,guarani,pagelanca,livestock,2,
607,Sêrxü,CHI,settlement,amdo,mahayana,livestock,7,
608,Kuching,BRU,city,malayan,sunni,stone,36,
609,Ryökäsvesi,,settlement,,,,0,
610,Nurmes,,settlement,,,,0,
611,Lake Champlain,,settlement,,roman_pantheon,cloth,0,"roman_pantheon = vanilla I:R default on uninhabited water/wasteland tile (cosmetic, left as-is)"
612,Mouyamba,LOA,settlement,fang,syncretic_christian,hardwood,12,
613,Tanggula,NGQ,settlement,tibetan,mahayana,livestock,2,
614,Singapore,JHR,settlement,malayan,sunni,rubber,2,"'rubber' = intended Victorian-TC/Self-Strengthening good (design, not anachronism)"
615,Nador,MOR,settlement,tamazight,sunni,temperate_fruit,27,
616,Pechora,RUS,settlement,samoyed,siberian_shamanism,wood,0,owned but 0 pops (frontier/empty — normal)
617,Qianfeng,MNC,settlement,amur,siberian_shamanism,grain,0,owned but 0 pops (frontier/empty — normal)
618,Trabzon,TRB,city,turkish,sunni,stone,31,
619,Maymanah,MMA,settlement,turkmen,sunni,textile_fibres,11,
620,Jhargram,KHR,settlement,kurukh,hindu,grain,80,
621,Tsagaannuur,ULS,settlement,oirat,tengri,livestock,1,
622,Talavera,SPA,city,castilian,catholic,grain,20,
623,Kishanganj,EIC,settlement,bihari,hindu,tea,135,
624,Pulau Siberut,,settlement,sumatran,theravada,temperate_fruit,4,
625,Xolotlan,,settlement,mexican,roman_pantheon,cloth,0,"roman_pantheon = vanilla I:R default on uninhabited water/wasteland tile (cosmetic, left as-is)"
626,Port au Choix,NFL,settlement,cree,inuit,sulphur,1,
627,Xinyu,CHI,settlement,gan,pure_land_buddhism,temperate_fruit,30,
628,Cruz del Eje,,settlement,platense,catholic,coal,2,
629,Nagqu,TIB,settlement,tibetan,mahayana,livestock,10,
630,Tanjung Selor,GNT,settlement,malayan,sunni,vegetables,0,owned but 0 pops (frontier/empty — normal)
631,Kabudarahang,,settlement,persian,shiite,grain,16,
632,Dutovo,RUS,settlement,samoyed,orthodox,wood,0,owned but 0 pops (frontier/empty — normal)
633,Sydney,NVS,settlement,quebecois,catholic,sulphur,0,owned but 0 pops (frontier/empty — normal)
634,Salalah,OMA,settlement,omani,ibadi,spices,12,
635,Erzin,TNN,settlement,tuvan,siberian_shamanism,wood,0,owned but 0 pops (frontier/empty — normal)
636,Shishan,,settlement,bedouin,sunni,wool,0,
637,Sept-Iles,LCA,settlement,cree,inuit,wood,1,
638,Guandacol,,settlement,platense,catholic,iron,1,
639,Qasr-e-Shirin,,settlement,kurdish,shiite,temperate_fruit,5,
640,Baikal,,settlement,,roman_pantheon,cloth,0,"roman_pantheon = vanilla I:R default on uninhabited water/wasteland tile (cosmetic, left as-is)"
641,Lyck,PRU,settlement,polish,catholic,livestock,7,
642,Vågåmo,NOR,settlement,norwegian,reformed,wood,0,owned but 0 pops (frontier/empty — normal)
643,Walk,LIV,settlement,estonian,lutheran,wood,11,
644,Tortona,SAR,settlement,north_italian,catholic,temperate_fruit,11,
645,Pskov,RUS,city,russian,orthodox,industrial_fibres,15,
646,Pisek,AUS,settlement,czech,catholic,gold,31,
647,Rastenburg,PRU,settlement,south_german,lutheran,wood,7,
648,Elkhovka,RUS,settlement,mordvin,orthodox,temperate_fruit,3,
649,Vagamo,NOR,settlement,norwegian,lutheran,wood,0,owned but 0 pops (frontier/empty — normal)
650,Zhirnovsk,RUS,settlement,russian,orthodox,temperate_fruit,5,
651,Kyonkpyoo,BUR,settlement,burmese,theravada,grain,35,
652,Elista,RUS,settlement,kalmyks,mahayana,livestock,5,
653,Sverdlovo,RUS,settlement,russian,orthodox,industrial_fibres,4,
654,Sonipat,EIC,settlement,hindi,hindu,grain,120,
655,Alessandria,SAR,city,north_italian,catholic,grain,66,
656,Dorpat,LIV,settlement,estonian,lutheran,grain,15,
657,Grenoble,FRA,settlement,savoyard,catholic,temperate_fruit,65,
658,Bischofteinitz,AUS,settlement,czech,lutheran,copper,30,
659,Tarhunah,TRI,settlement,libyan,sunni,livestock,24,
660,Cherdakly,RUS,settlement,russian,orthodox,livestock,6,
661,Muzaffarpur,BIH,settlement,bihari,hindu,cotton,125,
662,Magadan,RUS,settlement,amur,siberian_shamanism,sulphur,0,owned but 0 pops (frontier/empty — normal)
663,Kwangju,KOR,settlement,korean,korean_shamanism,grain,50,
664,Balughart,BNG,settlement,bengali,sunni,grain,325,
665,Tombali,,settlement,fulani,sunni,textile_fibres,27,
666,Chhatrapi,HYD,settlement,marathi,hindu,textile_fibres,33,
667,Azgir,RUS,settlement,kalmyks,mahayana,industrial_fibres,2,
668,Khargone,MRT,settlement,rajasthani,hindu,vegetables,55,
669,Andong,MKD,settlement,manchu,siberian_shamanism,fish,11,
670,Port-au-Prince,HTI,city,afro_haitian,catholic,vegetables,22,
671,Carpentras,FRA,settlement,occitan,catholic,grain,11,
672,Kudus,DEI,settlement,javanese,sunni,grain,130,
673,Zawiya,TRI,settlement,libyan,sunni,livestock,24,
674,Esperance,,settlement,nyungan,mythic,livestock,0,
675,Sanawal,RMH,settlement,hindi,hindu,elephants,60,
676,Semarang,DEI,settlement,javanese,sunni,sugar,89,
677,Zamthang,CHI,settlement,gyarlong,mahayana,tea,58,
678,Monaco,MCO,settlement,occitan,catholic,grain,2,
679,Mokpo,KOR,settlement,korean,mahayana,grain,61,
680,Korliki,RUS,settlement,dolgan,sunni,wood,0,owned but 0 pops (frontier/empty — normal)
681,Mogochino,RUS,settlement,dolgan,sunni,wood,0,owned but 0 pops (frontier/empty — normal)
682,Bria,,settlement,ngbandi,hausa,gems,19,
683,Surat,EIC,settlement,gujarati,hindu,textile_fibres,52,
684,Tuscarora,,settlement,ute,earth_lodge,livestock,2,
685,Jérémie,GAS,settlement,mulatto,catholic,coffee,14,
686,San José de David,GUA,settlement,central_american,catholic,temperate_fruit,2,
687,Budukan,MNC,settlement,amur,siberian_shamanism,sulphur,1,
688,Ravensthorpe,,settlement,nyungan,mythic,livestock,0,
689,Matanzas,NSP,settlement,latin_caribbean,catholic,sugar,8,
690,Lourenco Marques,MOZ,city,shona,catholic,fish,19,
691,Dêgê,DER,settlement,khams,mahayana,textile_fibres,35,
692,Sahara Desert,,settlement,tuareg,sunni,camel,0,
693,Massakory,,settlement,tuareg,sunni,fish,21,
694,Kirilov,RUS,settlement,russian,orthodox,wood,3,
695,Chintamani,MYS,settlement,kannada,hindu,spices,75,
696,Ranquel,,settlement,puelche,tain_feyentun,livestock,7,
697,Larecaja,CHR,settlement,peruvian,catholic,gold,6,
698,Žilina,HUN,settlement,slovak,catholic,textile_fibres,21,
699,Kaduy,RUS,settlement,russian,orthodox,wood,1,
700,Lokoja,IGL,settlement,igbo,orisha,grain,32,
701,Erfurt,PRU,settlement,north_german,lutheran,stone,12,
702,Pysket,RUS,settlement,russian,orthodox,wood,3,
703,Fehmarn,HOL,settlement,north_german,lutheran,grain,1,
704,Ayamonte,SPA,settlement,castilian,catholic,temperate_fruit,13,
705,Uralsk,RUS,settlement,russian,orthodox,livestock,6,
706,Selino,RUS,settlement,russian,orthodox,wood,2,
707,Briey,FRA,settlement,french,catholic,iron,14,
708,Teschen,AUS,city,polish,catholic,iron,17,
709,Dallas,CDD,settlement,caddo,catholic,livestock,0,owned but 0 pops (frontier/empty — normal)
710,Totma,RUS,settlement,russian,orthodox,wood,4,
711,Kamyzyak,RUS,settlement,cossack,orthodox,livestock,5,
712,Kassel,HSK,settlement,north_german,lutheran,stone,28,
713,Khiva,KHV,city,turkmen,sunni,livestock,40,
714,Litchim,MNC,settlement,korean,mahayana,wood,3,
715,Lineynaya,RUS,settlement,russian,orthodox,livestock,4,
716,Nandyal,EIC,settlement,telugu,hindu,textile_fibres,45,
717,Wilkesboro,USA,settlement,dixie,evangelical,wood,8,
718,Tasqala,RUS,settlement,russian,orthodox,livestock,2,
719,Sarapul,RUS,settlement,mordvin,orthodox,wood,6,
720,Gharyan,TRI,settlement,libyan,sunni,stone,7,
721,Fairfield,MSG,settlement,creek,waashat,grain,0,owned but 0 pops (frontier/empty — normal)
722,Hajjiabad,,settlement,persian,shiite,temperate_fruit,2,
723,Lingcang,CHI,settlement,thai,theravada,vegetables,36,
724,Phuthadithaba,,settlement,ndebele,bantu,grain,20,
725,Kliukvinka,RUS,settlement,dolgan,sunni,wood,0,owned but 0 pops (frontier/empty — normal)
726,Yarlykay,KHV,settlement,kazakh,sunni,livestock,1,
727,Sultanpur,AWA,settlement,hindi,hindu,grain,210,
728,Dekhkanabad,BUK,settlement,uzbek,sunni,industrial_fibres,8,
729,Shahpur,RMD,settlement,kannada,hindu,iron,75,
730,Teleky,ILI,settlement,kazakh,sunni,livestock,6,
731,Villarrobledo,SPA,settlement,castilian,catholic,temperate_fruit,11,
732,Senmonorom,CBI,settlement,khmer,theravada,gold,16,
733,Gibson's Landing,HAI,settlement,salish,waashat,fish,1,
734,Urzhar,ILI,settlement,uighur,sunni,livestock,7,
735,Preah Vihear,CBI,settlement,khmer,theravada,livestock,15,
736,Santo Anastácio,BRZ,settlement,brazilian,catholic,livestock,3,
737,Fasa,,settlement,persian,shiite,livestock,17,
738,Jabiru,,settlement,aboriginal,mythic,industrial_fibres,0,
